evento,divipola,municipio,departamento,fecha
INCENDIO DE COBERTURA VEGETAL,5044,ANZA,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5467,MONTEBELLO,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5030,AMAGA,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5674,SAN VICENTE,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68418,LOS SANTOS,SANTANDER,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25899,ZIPAQUIRA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50711,VISTAHERMOSA,META,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5376,LA CEJA,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5001,MEDELLIN,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15097,BOAVITA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,94001,INIRIDA,GUAINIA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25875,VILLETA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25875,VILLETA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25095,BITUIMA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15753,SOATA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15720,SATIVANORTE,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15368,JERICO,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15599,RAMIRIQUI,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15516,PAIPA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,70221,COVEÑAS,SUCRE,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15673,SAN MATEO,BOYACA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15861,VENTAQUEMADA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25377,LA CALERA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25288,FUQUENE,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25279,FOMEQUE,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25899,ZIPAQUIRA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25513,PACHO,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25491,NOCAIMA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25815,TOCAIMA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25718,SASAIMA,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73168,CHAPARRAL,TOLIMA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73043,ANZOATEGUI,TOLIMA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15810,TIPACOQUE,BOYACA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15861,VENTAQUEMADA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15368,JERICO,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15097,BOAVITA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15097,BOAVITA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25151,CAQUEZA,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25181,CHOACHI,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25297,GACHETA,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5088,BELLO,ANTIOQUIA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73411,LIBANO,TOLIMA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20750,SAN DIEGO,CESAR,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20250,EL PASO,CESAR,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68276,FLORIDABLANCA,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68547,PIEDECUESTA,SANTANDER,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15516,PAIPA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73319,GUAMO,TOLIMA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73678,SAN LUIS,TOLIMA,2019-01-03T00:00:00.000
MOVIMIENTO EN MASA,18001,FLORENCIA,CAQUETA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73678,SAN LUIS,TOLIMA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73547,PIEDRAS,TOLIMA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73671,SALDAÑA,TOLIMA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73152,CASABIANCA,TOLIMA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73319,GUAMO,TOLIMA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73873,VILLARRICA,TOLIMA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73268,ESPINAL,TOLIMA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73026,ALVARADO,TOLIMA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20011,AGUACHICA,CESAR,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20250,EL PASO,CESAR,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15104,BOYACA,BOYACA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15646,SAMACA,BOYACA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68502,ONZAGA,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68549,PINCHOTE,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68377,LA BELLEZA,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68167,CHARALA,SANTANDER,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50001,VILLAVICENCIO,META,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50001,VILLAVICENCIO,META,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,66383,LA CELIA,RISARALDA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5042,SANTAFE DE ANTIOQUIA,ANTIOQUIA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15087,BELEN,BOYACA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,44098,DISTRACCION,LA GUAJIRA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73449,MELGAR,TOLIMA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25845,UNE,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25394,LA PALMA,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25001,AGUA DE DIOS,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25743,SILVANIA,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25743,SILVANIA,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25743,SILVANIA,CUNDINAMARCA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,11001,"BOGOTA, D.C.","BOGOTA, D.C.",2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20011,AGUACHICA,CESAR,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,94001,INIRIDA,GUAINIA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85230,OROCUE,CASANARE,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85230,OROCUE,CASANARE,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50370,LA URIBE,META,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85230,OROCUE,CASANARE,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25740,SIBATE,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76364,JAMUNDI,VALLE DEL CAUCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,23001,MONTERIA,CORDOBA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,17013,AGUADAS,CALDAS,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68307,GIRON,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68079,BARICHARA,SANTANDER,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25099,BOJACA,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25181,CHOACHI,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25279,FOMEQUE,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25594,QUETAME,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25839,UBALA,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68307,GIRON,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68406,LEBRIJA,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68575,PUERTO WILCHES,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5656,SAN JERONIMO,ANTIOQUIA,2019-01-06T00:00:00.000
GRANIZADA,25175,CHIA,CUNDINAMARCA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25743,SILVANIA,CUNDINAMARCA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,54518,PAMPLONA,NORTE DE SANTANDER,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50001,VILLAVICENCIO,META,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25754,SOACHA,CUNDINAMARCA,2019-01-06T00:00:00.000
VENDAVAL,25518,PAIME,CUNDINAMARCA,2019-01-05T00:00:00.000
VENDAVAL,66001,PEREIRA,RISARALDA,2019-01-06T00:00:00.000
VENDAVAL,66170,DOSQUEBRADAS,RISARALDA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68307,GIRON,SANTANDER,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76113,BUGALAGRANDE,VALLE DEL CAUCA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85430,TRINIDAD,CASANARE,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25151,CAQUEZA,CUNDINAMARCA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47001,SANTA MARTA,MAGDALENA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47980,ZONA BANANERA,MAGDALENA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,44078,BARRANCAS,LA GUAJIRA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,2019-01-06T00:00:00.000
MOVIMIENTO EN MASA,20001,VALLEDUPAR,CESAR,2019-01-08T00:00:00.000
INUNDACION,76109,BUENAVENTURA,VALLE DEL CAUCA,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50001,VILLAVICENCIO,META,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76001,CALI,VALLE DEL CAUCA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15322,GUATEQUE,BOYACA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15835,TURMEQUE,BOYACA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47053,ARACATACA,MAGDALENA,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25754,SOACHA,CUNDINAMARCA,2019-01-08T00:00:00.000
MOVIMIENTO EN MASA,68385,LANDAZURI,SANTANDER,2019-01-09T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5045,APARTADO,ANTIOQUIA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5360,ITAGUI,ANTIOQUIA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20750,SAN DIEGO,CESAR,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8421,LURUACO,ATLANTICO,2019-01-09T00:00:00.000
INUNDACION,76109,BUENAVENTURA,VALLE DEL CAUCA,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5038,ANGOSTURA,ANTIOQUIA,2019-01-09T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5376,LA CEJA,ANTIOQUIA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5736,SEGOVIA,ANTIOQUIA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,81794,TAME,ARAUCA,2019-01-10T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8638,SABANALARGA,ATLANTICO,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8638,SABANALARGA,ATLANTICO,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8638,SABANALARGA,ATLANTICO,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15368,JERICO,BOYACA,2019-01-09T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8758,SOLEDAD,ATLANTICO,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,13836,TURBACO,BOLIVAR,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,13244,EL CARMEN DE BOLIVAR,BOLIVAR,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,13433,MAHATES,BOLIVAR,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15001,TUNJA,BOYACA,2019-01-10T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25754,SOACHA,CUNDINAMARCA,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15332,GUICAN,BOYACA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15681,SAN PABLO DE BORBUR,BOYACA,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,17042,ANSERMA,CALDAS,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85010,AGUAZUL,CASANARE,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85230,OROCUE,CASANARE,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20011,AGUACHICA,CESAR,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25772,SUESCA,CUNDINAMARCA,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20011,AGUACHICA,CESAR,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20060,BOSCONIA,CESAR,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20238,EL COPEY,CESAR,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,2019-01-11T00:00:00.000
VENDAVAL,52079,BARBACOAS,NARIÑO,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,66075,BALBOA,RISARALDA,2019-01-12T00:00:00.000
GRANIZADA,52317,GUACHUCAL,NARIÑO,2019-01-12T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85139,MANI,CASANARE,2019-01-12T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50313,GRANADA,META,2019-01-13T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50313,GRANADA,META,2019-01-13T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20250,EL PASO,CESAR,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20710,SAN ALBERTO,CESAR,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20710,SAN ALBERTO,CESAR,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25040,ANOLAIMA,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25297,GACHETA,CUNDINAMARCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25486,NEMOCON,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25745,SIMIJACA,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25899,ZIPAQUIRA,CUNDINAMARCA,2019-01-04T00:00:00.000
MOVIMIENTO EN MASA,19100,BOLIVAR,CAUCA,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,94001,INIRIDA,GUAINIA,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,41799,TELLO,HUILA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,41359,ISNOS,HUILA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,41807,TIMANA,HUILA,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47460,NUEVA GRANADA,MAGDALENA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47030,ALGARROBO,MAGDALENA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50711,VISTAHERMOSA,META,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50711,VISTAHERMOSA,META,2019-01-14T00:00:00.000
EROSION,23419,LOS CORDOBAS,CORDOBA,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47980,ZONA BANANERA,MAGDALENA,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50711,VISTAHERMOSA,META,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50711,VISTAHERMOSA,META,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-08T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50573,PUERTO LOPEZ,META,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50689,SAN MARTIN,META,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50590,PUERTO RICO,META,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50689,SAN MARTIN,META,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50450,PUERTO CONCORDIA,META,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,52240,CHACHAGUI,NARIÑO,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,52051,ARBOLEDA,NARIÑO,2019-01-04T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,52019,ALBAN,NARIÑO,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,52260,EL TAMBO,NARIÑO,2019-01-02T00:00:00.000
EROSION,27615,RIOSUCIO,CHOCO,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68152,CARCASI,SANTANDER,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25181,CHOACHI,CUNDINAMARCA,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47001,SANTA MARTA,MAGDALENA,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50124,CABUYARO,META,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20400,LA JAGUA DE IBIRICO,CESAR,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,94001,INIRIDA,GUAINIA,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47053,ARACATACA,MAGDALENA,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,54820,TOLEDO,NORTE DE SANTANDER,2019-01-07T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68051,ARATOCA,SANTANDER,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68615,RIONEGRO,SANTANDER,2019-01-03T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68418,LOS SANTOS,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68406,LEBRIJA,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68418,LOS SANTOS,SANTANDER,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68533,PARAMO,SANTANDER,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68276,FLORIDABLANCA,SANTANDER,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5154,CAUCASIA,ANTIOQUIA,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68425,MACARAVITA,SANTANDER,2019-01-06T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,73555,PLANADAS,TOLIMA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76243,EL AGUILA,VALLE DEL CAUCA,2019-01-05T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,81794,TAME,ARAUCA,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8758,SOLEDAD,ATLANTICO,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8758,SOLEDAD,ATLANTICO,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8758,SOLEDAD,ATLANTICO,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,8296,GALAPA,ATLANTICO,2019-01-13T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15572,PUERTO BOYACA,BOYACA,2019-01-14T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15047,AQUITANIA,BOYACA,2019-01-12T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15001,TUNJA,BOYACA,2019-01-11T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50568,PUERTO GAITAN,META,2019-01-16T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,50270,EL DORADO,META,2019-01-17T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25436,MANTA,CUNDINAMARCA,2019-01-17T00:00:00.000
MOVIMIENTO EN MASA,19418,LOPEZ DE MICAY,CAUCA,2019-01-16T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25839,UBALA,CUNDINAMARCA,2019-01-17T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25839,UBALA,CUNDINAMARCA,2019-01-17T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68615,RIONEGRO,SANTANDER,2019-01-17T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25398,LA PEÑA,CUNDINAMARCA,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5042,SANTAFE DE ANTIOQUIA,ANTIOQUIA,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47030,ALGARROBO,MAGDALENA,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20011,AGUACHICA,CESAR,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,15001,TUNJA,BOYACA,2019-01-19T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5042,SANTAFE DE ANTIOQUIA,ANTIOQUIA,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,11001,"BOGOTA, D.C.","BOGOTA, D.C.",2019-01-19T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,70742,SAN LUIS DE SINCE,SUCRE,2019-01-18T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,5038,ANGOSTURA,ANTIOQUIA,2019-01-19T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,76001,CALI,VALLE DEL CAUCA,2019-01-19T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,85010,AGUAZUL,CASANARE,2019-01-15T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25612,RICAURTE,CUNDINAMARCA,2019-01-19T00:00:00.000
MOVIMIENTO EN MASA,86001,MOCOA,PUTUMAYO,2019-01-20T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68615,RIONEGRO,SANTANDER,2019-01-21T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,68524,PALMAS DEL SOCORRO,SANTANDER,2019-01-21T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20710,SAN ALBERTO,CESAR,2019-01-20T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,20710,SAN ALBERTO,CESAR,2019-01-20T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25491,NOCAIMA,CUNDINAMARCA,2019-01-01T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25513,PACHO,CUNDINAMARCA,2019-01-02T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,47675,SALAMINA,MAGDALENA,2019-01-21T00:00:00.000
INCENDIO DE COBERTURA VEGETAL,25772,SUESCA,CUNDINAMARCA,2019-01-11T00:00:00.000
